School Level,Class ID,Description,Teacher,Room,Student Counts,Status,Meeting Times,Term Credit Hours
Upper School,Lang Lab French 1,Lang Lab French 1,"Knowles, Luisa",M-201,"6 (M: 2, F: 4)",Active,D5-US-I,0
Upper School,HR 11-3,US Homeroom 11-3,"Knowles, Luisa",M-201,"9 (M: 5, F: 4)",Active,D1D2D3D4D5D6D7D8-USHome,0
Upper School,ADV 11-3,US Advisory 11-3,"Knowles, Luisa",M-201,"9 (M: 5, F: 4)",Active,M-Advsy,0
Upper School,MOD760-6,Spanish Tutorial-6,"Dudurich, Jedi",M-201,1 (M: 1),Active,D6D8-US-I,0
Upper School,MOD760-7,Spanish Tutorial-7,"Dudurich, Jedi",M-201,2 (M: 2),Active,D7-US-I,0
Upper School,MOD760-3,Spanish Tutorial-3,"Dudurich, Jedi",M-202,2 (M: 2),Active,D1D4-US-F,0
Upper School,MOD760-5,Spanish Tutorial-5,"Dudurich, Jedi",M-202,"2 (M: 1, F: 1)",Active,D2D5-US-I,0
Upper School,DIS Lit in Translat,DIS Literature in Translation,"Holt, Stephen",M-202,1 (F: 1),Active,D6-US-I,0.25
Upper School,ADV 12-6,US Advisory 12-6,"Holt, Stephen",M-202,"9 (M: 5, F: 4)",Active,M-Advsy,0
Upper School,HR 12-6,US Homeroom 12-6,"Holt, Stephen",M-202,"9 (M: 5, F: 4)",Active,D1D2D3D4D5D6D7D8-USHome,0
Upper School,Study Lab 9-9,Study Lab 9-9,"DiPasquale, Dan",M-202,"10 (M: 4, F: 6)",Active,D1-US-H,0
Upper School,Study Lab 9-4,Study Lab 9-4,"Thacker, Samuel",M-202,"12 (M: 7, F: 5)",Active,D5-US-H,0
Upper School,MOD410-1,French III-1,"McIlvain, Sam",M-202,"16 (M: 10, F: 6)",Active,D1D3D4D6D8-US-C,0.5
Upper School,MOD410-2,French III-2,"McIlvain, Sam",M-202,"14 (M: 7, F: 7)",Active,D1D2D4D6D7-US-A,0.5
Upper School,MOD610-1,French V-1,"McIlvain, Sam",M-202,"11 (M: 6, F: 5)",Active,D1D2D4D5D7-US-D,0.5
Upper School,MOD730-3,Spanish III-3,"Holt, Stephen",M-202,"11 (M: 3, F: 8)",Active,D2D3D5D7D8-US-B,0.5
Upper School,MOD730-4,Spanish III-4,"Dudurich, Jedi",M-202,"15 (M: 8, F: 7)",Active,D2D3D5D6D8-US-E,0.5
Upper School,MOD610-2,French V-2,"McIlvain, Sam",M-202,"9 (M: 5, F: 4)",Active,D2D4D5D7D8-US-G,0.5
Upper School,ENG431-1,Intro to Journalism,"Ragas, Meg",M-202,"10 (M: 4, F: 6)",Active,D3D8-US-H,0.25
Upper School,MOD720-4,Spanish II-4,"Lopez, Jorge",M-206,"14 (M: 10, F: 4)",Active,D1D2D4D6D7-US-A,0.5
Upper School,MOD710-1,Spanish I-1,"Holt, Stephen",M-206,"14 (M: 7, F: 7)",Active,D2D4D5D7D8-US-G,0.5
Upper School,MOD720-1,Spanish II-1,"Dudurich, Jedi",M-206,"12 (M: 5, F: 6, NB: 1)",Active,D1D3D4D6D8-US-C,0.5
Upper School,MOD720-2,Spanish II-2,"Dudurich, Jedi",M-206,"12 (M: 11, F: 1)",Active,D2D3D5D7D8-US-B,0.5
Upper School,MOD720-3,Spanish II-3,"Lopez, Jorge",M-206,"18 (M: 8, F: 9, NB: 1)",Active,D2D3D5D6D8-US-E,0.5
Upper School,MOD730-1,Spanish III-1,"Holt, Stephen",M-206,"16 (M: 11, F: 5)",Active,D1D3D4D6D7-US-F,0.5
Upper School,MOD730-2,Spanish III-2,"Holt, Stephen",M-206,"13 (M: 5, F: 8)",Active,D1D3D5D6D8-US-H,0.5
Upper School,ADV 9-4,US Advisory 9-4,"Dudurich, Jedi",M-206,"8 (M: 5, F: 3)",Active,M-Advsy,0
Upper School,Study Lab 9-11,Study Lab 9-11,"Sheehan, Matt",M-206,"9 (M: 4, F: 5)",Active,D5-US-D,0
Upper School,Lang Lab Span 2-1,Lang Lab Span 2-1,"Dudurich, Jedi",M-206,"12 (M: 6, F: 5, NB: 1)",Active,D4-US-I,0
Upper School,Lang Lab Span 2-2,Lang Lab Span 2-2,"Dudurich, Jedi",M-206,"13 (M: 10, F: 3)",Active,D3-US-I,0
Upper School,Lang Lab Span 2-3,Lang Lab Span 2-3,"Lopez, Jorge",M-206,"18 (M: 9, F: 8, NB: 1)",Active,D1-US-I,0
Upper School,Lang Lab Span 2-4,Lang Lab Span 2-4,"Lopez, Jorge",M-206,"13 (M: 9, F: 4)",Active,D2-US-I,0
Upper School,Lang Lab Spanish 1,Lang Lab Spanish 1,"Holt, Stephen",M-206,"14 (M: 7, F: 7)",Active,D5-US-I,0
Upper School,HR 9-4,US Homeroom 9-4,"Dudurich, Jedi",M-206,"8 (M: 5, F: 3)",Active,D1D2D3D4D5D6D7D8-USHome,0
Upper School,MOD760-1,Spanish Tutorial-1,"Dudurich, Jedi",M-206,"2 (M: 1, F: 1)",Active,D1D7-US-D,0
Upper School,ADV 12-8,US Advisory 12-8,"Porter, Eva",M-300,"9 (M: 6, F: 3)",Active,M-Advsy,0
Upper School,HR 12-8,US Homeroom 12-8,"Porter, Eva",M-300,"9 (M: 6, F: 3)",Active,D1D2D3D4D5D6D7D8-USHome,0
Upper School,MUS350-1,Sight Singing,"Hess, Anne",M-300,2 (F: 2),Active,T:2:15 - 3:30,0.25
Upper School,MUS910,Digital Music,"Hennessey, Shawn",M-303,"14 (M: 11, F: 3)",Active,D3D6-US-E,0.25
Upper School,MUS610-1,Music Composition I,"Westerhaus, Andrew",M-303,"6 (M: 2, F: 4)",Active,D2D3D5D7-US-B,0.25
Upper School,MUS710-1,Music Theory I,"Van Atta, Frank",M-303,"5 (M: 4, F: 1)",Active,D1D2D4D7-US-D,0.25
Upper School,HR 11-5,US Homeroom 11-5,"Lu, Di",M-303,"8 (M: 3, F: 5)",Active,D1D2D3D4D5D6D7D8-USHome,0
Upper School,Russian 2/3(DIS Min),Russian 2/3 (DIS Minor),"Westerhaus, Andrew",M-303,"5 (M: 2, F: 3)",Active,T:2:15 - 3:30,0.25
Upper School,Russian I (DIS Minor,Russian I (DIS Minor),"Westerhaus, Andrew",M-303,2 (F: 2),Active,"D4-US-A, D7-US-D",0.25
Upper School,ADV 11-5,US Advisory 11-5,"Lu, Di",M-303,"8 (M: 3, F: 5)",Active,M-Advsy,0
Upper School,MUS780-1,Fundamentals of Piano,"Van Atta, Frank",M-303,"13 (M: 5, F: 8)",Future,D2D8-US-G,0.25
Upper School,MUS300-1,Songwriting,"Hennessey, Shawn",M-303,"10 (M: 3, F: 6, NB: 1)",Future,D5D6-US-H,0.25
Upper School,MUS310-2,Critical Listening in Music-2,"Coyle, Chris",M-303,"10 (M: 6, F: 4)",Future,D3D6-US-C,0.25
Upper School,DIS Choral Arranging,DIS Choral Arranging,"Westerhaus, Andrew",M-304,1 (M: 1),Active,D1D4-US-D,0.25
Upper School,MUS790-2,Chamber Ensembles-2,"Harlos, Taia",M-304,"2 (M: 1, F: 1)",Active,D3D6-US-C,0.25
Upper School,HR 11-4,US Homeroom 11-4,"Lee, Andrew",M-304,"8 (M: 6, F: 2)",Active,D1D2D3D4D5D6D7D8-USHome,0
Upper School,ADV 11-4,US Advisory 11-4,"Lee, Andrew",M-304,"8 (M: 6, F: 2)",Active,M-Advsy,0
Upper School,HR 9-8,US Homeroom 9-8,"Li, Yi",M-306,"9 (M: 3, F: 6)",Active,D1D2D3D4D5D6D7D8-USHome,0
Upper School,MUS760,Instrumental Improvisation,"Coyle, Chris",M-306,"4 (M: 2, F: 2)",Active,D1D8-US-C,0.25
Upper School,ADV 9-8,US Advisory 9-8,"Li, Yi",M-306,"9 (M: 3, F: 6)",Active,M-Advsy,0
Upper School,MUS880-1,Jazz Ensembles-1,"Varhol, Hayley",M-306,"6 (M: 5, F: 1)",Active,D3D6-US-C,0.25
Upper School,MUS880-2,Jazz Ensembles-2,"Coyle, Chris",M-306,6 (M: 6),Active,D3D8-US-B,0.25
Upper School,MUS880-3,Jazz Ensembles-3,"Coyle, Chris",M-306,"8 (M: 6, F: 2)",Active,D1D5-US-D,0.25
Upper School,MUS340-1,Music & Cultures (Sem),"Shiota, Miku",M-306,"12 (M: 3, F: 9)",Active,D5D8-US-H,0.25
Upper School,MUS310-1,Critical Listening in Music-1,"Coyle, Chris",M-306,"10 (M: 7, F: 2, NB: 1)",Active,D4D7-US-G,0.25
Upper School,ART310-3,Foundation of Art-3,"Santa, Caroline",M-307,"14 (M: 6, F: 8)",Active,D2D3D7-US-B,0.25
Upper School,ART830-2,Color & Design-2,"Santa, Caroline",M-307,"6 (M: 3, F: 3)",Active,D2D4D6D7-US-A,0.25
Upper School,ART840-1,Drawing & Painting-1,"Santa, Caroline",M-307,"4 (M: 1, F: 3)",Active,D2D3D5D8-US-E,0.25
Upper School,ART840-2,Drawing & Painting-2,"Santa, Caroline",M-307,"3 (M: 1, F: 2)",Active,D2D4D5D7-US-G,0.25
Upper School,ART840-3,Drawing & Painting-3,"Santa, Caroline",M-307,"7 (M: 1, F: 6)",Active,D1D3D6D7-US-F,0.25
Upper School,ADV 11-9,US Advisory 11-9,"Santa, Caroline",M-307,"7 (M: 3, F: 4)",Active,M-Advsy,0
Upper School,HR 11-9,US Homeroom 11-9,"Santa, Caroline",M-307,"7 (M: 3, F: 4)",Active,D1D2D3D4D5D6D7D8-USHome,0
Upper School,DIS Intermed Paint,DIS Intermediate Painting,"Santa, Caroline",M-307,1 (F: 1),Active,"D1-US-I, D4D7-US-D",0.25
Upper School,DIS Ceramics,DIS Ceramics,"Santa, Caroline",M-307,2 (F: 2),Active,"D5-US-G, D5-US-I, D8-US-G",0.25
Upper School,Chorus M-314,Chorus M-314,None,M-314,0,Active,D3D6-US-C,0
Upper School,HR 12-5,US Homeroom 12-5,"Harlos, Taia",M-314,"9 (M: 5, F: 4)",Active,D1D2D3D4D5D6D7D8-USHome,0
Upper School,ADV 12-5,US Advisory 12-5,"Harlos, Taia",M-314,"9 (M: 5, F: 4)",Active,M-Advsy,0
Upper School,MUS345-1,History & Impact of Hip-Hop,"Van Atta, Frank",M-314,"13 (M: 9, F: 4)",Active,D2D8-US-G,0.25
Upper School,MUS720-1,Music Theory II,"Westerhaus, Andrew",M-314,"5 (M: 3, F: 2)",Active,D2D5D6D8-US-E,0.25
Upper School,MUS800-1,Orchestra,"Harlos, Taia",M-314,"27 (M: 11, F: 16)",Active,"D2D5D8-US-B, D8-US-I",0.25
Upper School,MUS790-1,Chamber Ensembles-1,"Harlos, Taia",M-314,"3 (M: 1, F: 2)",Active,D3D7-US-B,0.25
Upper School,ART810-2,Sculpture-2,"Zwerling, Sarah",M-316,"8 (M: 2, F: 6)",Active,D1D2D4D7-US-D,0.25
Upper School,ART810-3,Sculpture-3,"Zwerling, Sarah",M-316,"5 (M: 3, F: 2)",Active,D1D3D5D8-US-H,0.25
Upper School,ART870,Mixed-Media Animation,"Zwerling, Sarah",M-316,"4 (M: 3, F: 1)",Active,D1D3D6D7-US-F,0.25
Upper School,ART810-1,Sculpture-1,"Zwerling, Sarah",M-316,"9 (M: 4, F: 5)",Active,D1D4D6D7-US-A,0.25
Upper School,ADV 11-12,US Advisory 11-12,"Zwerling, Sarah",M-316,"9 (M: 5, F: 4)",Active,M-Advsy,0
Upper School,HR 11-12,US Homeroom 11-12,"Zwerling, Sarah",M-316,"9 (M: 5, F: 4)",Active,D1D2D3D4D5D6D7D8-USHome,0
Upper School,DIS Major Art,DIS Major College-Level Art,"Zwerling, Sarah",M-316,1 (F: 1),Active,D1D4D8-US-C,0.5
Upper School,Study Lab 9-7,Study Lab 9-7,"Culp, Megan",M-316,"11 (M: 8, F: 3)",Active,D2-US-E,0
Upper School,ADV 9-5,US Advisory 9-5,"Gondi, June",Poley,"8 (M: 4, F: 4)",Active,M-Advsy,0
Upper School,HR 9-5,US Homeroom 9-5,"Gondi, June",Poley,"8 (M: 4, F: 4)",Active,D1D2D3D4D5D6D7D8-USHome,0
Upper School,French Tutorial,French Tutorial,"DuSold, Olivia",Remote,0,Active,,0
Upper School,DIS Late Antiquity,DIS Late Antiquity,"Preetam, Aaron",Remote,1 (F: 1),Active,"D1-US-D, D1-US-I, D5-US-D",0.25
Upper School,DIS Barbershop,Barbershop (DIS Minor),"Van Atta, Frank",Remote,1 (M: 1),Active,D6-US-E,0
Upper School,MOD815,Mandarin II,"Li, Yi",S-111,"10 (M: 6, F: 4)",Active,D2D3D5D7D8-US-B,0.5
Upper School,MOD825,Mandarin III,"Li, Yi",S-111,"6 (M: 4, F: 2)",Active,D1D3D4D6D7-US-F,0.5
Upper School,Lang Lab Mandarin II,Lang Lab Mandarin II,"Li, Yi",S-111,"10 (M: 6, F: 4)",Active,D3-US-I,0
Upper School,Lang Lab Mandarin 1,Lang Lab Mandarin 1,"Zhao, Ivy",S-114,"4 (M: 2, F: 2)",Active,D7-US-I,0
Upper School,MOD810-1,Mandarin I,"Zhao, Ivy",S-114,"4 (M: 2, F: 2)",Active,D1D2D4D5D7-US-D,0.5
Upper School,MOD830-1,Mandarin IV & V,"Li, Yi",S-209,"3 (M: 2, F: 1)",Active,D1D3D5D6D8-US-H,0.5
Upper School,EQEDIT-1,EQ Editors,"Kappel, Sarah",S-209,"4 (M: 2, F: 2)",Active,D7-US-B,0
Upper School,MOD835,Mandarin VI: Adv,"Li, Yi",S-209,2 (F: 2),Active,D1D3D5D6D8-US-H,0.5
Upper School,DIS German C1,DIS German C1,"Kappel, Sarah",S-209,2 (M: 2),Active,D4D7-US-I,0
Upper School,ENG410-1,English 10-1,"Gondi, June",S-220,"15 (M: 8, F: 7)",Active,D1D3D5D6D8-US-H,0.5
Upper School,ENG310-4,English 9-4,"Gondi, June",S-220,"17 (M: 6, F: 11)",Active,D1D2D4D6D7-US-A,0.5
Upper School,CLA310-1,Latin I,"Sawyer, Margaret",S-6,1 (M: 1),Active,"D1D3D4-US-C, D6-U-Lnch, D8-US-C",0.5
Upper School,MUS940-1,World Percussion Ensemble,"Hennessey, Shawn",Yarnall,"2 (M: 1, F: 1)",Active,D2D7-US-G,0.25
Upper School,Citi Wed,Citizen Wednesdays,"Adams, Zarah",Yarnall,0,Active,,0
Upper School,THT725-8,Ninth Grade Theatre-8,"Miller, Jake",Yarnall,"14 (M: 9, F: 5)",Future,D1D3D6-US-H,0.25
Upper School,V Lacrosse G,Varsity Lacrosse - Girls,"Bergstrom Mark, Katie",Field House,38 (F: 38),Future,D1D2D3D4D5D6D7D8-U-Ath,0
Upper School,MUS320-2,Musical Instrument Building-2,"Westerhaus, Andrew",Morris Gym,"4 (M: 2, F: 1, NB: 1)",Future,D2D5D8-US-G,0.25
Upper School,DIS Master Tech Thea,DIS Mastering Tech Theatre,"Tvarok, April",Morris Gym,4 (F: 4),Active,D1D5-US-D,0.25
Upper School,THT700-1,Technical Theatre-1,"Tvarok, April",Morris Gym,"5 (M: 4, F: 1)",Active,D1D6-US-H,0.25
Upper School,THT765-1,Technical Theatre II,"Tvarok, April",Morris Gym,"5 (M: 4, F: 1)",Active,D3D8-US-C,0.25
Upper School,ART880-1,Creative Furniture Making-1,"Fuld, Rachel",Morris Gym,"7 (M: 5, F: 2)",Active,D3D5D8-US-H,0.25
Upper School,ART880-2,Creative Furniture Making-2,"Fuld, Rachel",Morris Gym,"8 (M: 4, F: 4)",Active,D2D5D8-US-E,0.25
Upper School,PE672,Personal Fitness (Winter),"Myran, Tom",Scattergood Gym,"5 (M: 1, F: 4)",Active,D1D2D5-US-D,0
Upper School,PE300-3,PE 9 Foundations-3F,"Sheehan, Matt",Scattergood Gym,"17 (M: 7, F: 8, NB: 2)",Active,D2D5D8-US-G,0.25
Upper School,PE300-4,PE 9 Foundations-4F,"Sheehan, Matt",Scattergood Gym,"16 (M: 10, F: 6)",Active,D1D3D6-US-H,0.25
Upper School,PE300-1,PE 9 Foundations-1F,"Sheehan, Matt",Scattergood Gym,"10 (M: 8, F: 2)",Active,D1D4D8-US-C,0.25
Upper School,PE300-2,PE 9 Foundations-2F,"Sheehan, Matt",Scattergood Gym,"18 (M: 9, F: 9)",Active,D1D4D7-US-F,0.25
Upper School,PE750-1,Winter in the Wissahickon/Table Tennis,"Myran, Tom",Scattergood Gym,"11 (M: 3, F: 8)",Active,D4D7-US-D,0
Upper School,PE755-1,Volleyball/Table Tennis (Winter),"Myran, Tom",Scattergood Gym,"12 (M: 8, F: 4)",Active,D6D7-US-F,0
Upper School,PE300-5,PE 9 Foundations-5S,"Sheehan, Matt",Scattergood Gym,"11 (M: 4, F: 7)",Future,D1D4D8-US-C,0.25
Upper School,PE300-8,PE 9 Foundations-8S,"Sheehan, Matt",Scattergood Gym,"12 (M: 6, F: 6)",Future,D1D3D6-US-H,0.25
Upper School,PE300-6,PE 9 Foundations-6S,"Sheehan, Matt",Scattergood Gym,"16 (M: 6, F: 10)",Future,D1D4D7-US-F,0.25
Upper School,PE300-7,PE 9 Foundations-7S,"Sheehan, Matt",Scattergood Gym,"15 (M: 8, F: 7)",Future,D2D5D8-US-G,0.25
Upper School,PE760-1,Frisbee-Spring,"Myran, Tom",Scattergood Gym,4 (M: 4),Future,D4D7-US-D,0
Upper School,PE770-1,Advanced Archery (Spring),"Myran, Tom",Scattergood Gym,"8 (M: 7, F: 1)",Future,D6D7-US-F,0
Upper School,PE674,Personal Fitness (Spring),"Myran, Tom",Scattergood Gym,1 (F: 1),Future,D1D2D5-US-D,0
Upper School,PE780,Wissahickon Hiking (Spring),"Myran, Tom",Scattergood Gym,2 (M: 2),Future,D3D4-US-F,0
Upper School,V Wrestling,Varsity Wrestling - Coed,"Hammond, Paul",Smith Gym,"14 (M: 13, F: 1)",Active,D1D2D3D4D5D6D7D8-U-Ath,0
Upper School,ADV 11-8,US Advisory 11-8,"Miller, Jake",Loeb - Front Lobby,"7 (M: 4, F: 3)",Active,M-Advsy,0
Upper School,HR 11-8,US Homeroom 11-8,"Miller, Jake",Loeb - Front Lobby,"7 (M: 4, F: 3)",Active,D1D2D3D4D5D6D7D8-USHome,0
Upper School,Core 9 Mtg,9th Grade Core Mtg,"Bradburd, Rachel",Stokes,0,Active,,0
